,claim,label
2927,"The coronavirus relief package passed by U.S. Congress in December 2020 included aid to foreign countries, while giving Americans $600 relief checks.",1
2646,"â€œItâ€™s terrible the problem [in Manaus]. Now, weâ€™ve done our part â€¦ the minister of health was there Monday and provided oxygen.â€",1
3028,"In the Czech Republic, more people die from the flu than from Covid-19",1
3027,Test and Trace is costing Â£22 billion.,1
2653,Public school teachers will join vaccination teams that will undergo training.,1
3021,Â£785 million was allocated to local council public health teams.,1
2657,Joe Biden plans to discriminate against white men with COVID-19 economic relief,1
2659,"The coronavirus has ""taken as many lives in one year as America lost in all of World War II.""",1
3009,Six people died in the United States while testing the Pfizer vaccine,1
3006,"There is an overcrowding of over 4,000 inmates (...) There are about a thousand inmates affected by Covid, over 500 prison police officers who are affected by the disease",1
2673,Brigitte Macron at the bedside of sick children without mask or barrier gesture,1
2997,PM 2.5 will increase the mortality rate of Covid-19 in Thailand,1
2676,A court in Bosnia ruled that the measures taken by the covid-19 pandemic constitute a violation of human rights,1
2678,Video shows Siriraj Hospital's dean giving tips about Covid-19,1
2679,Researchers warned in The Lancet that a form COVID-19 vaccine in development (and approved for limited use in China) could potentially increase the risk of acquiring HIV.,1
2983,â€œonly 6% of COVID-19 deaths were caused by COVID-19 aloneâ€; only 0.056% of the U.S. population has died from COVID-19,1
2686,Sri Lankan Covid-19 medication used in Thailand to cure coronavirus patients,1
2979,California Gov. Gavin Newsomâ€™s winery in Napa County remained open in July 2020 even as he ordered other wineries and businesses to close their indoor operations around the state.,1
2958,"A rapidly approved drug known as thalidomide was not rigorously tested before being prescribed to pregnant women, ultimately leading to â€œmalformations in newbornsâ€ born to women who were prescribed the drug. The so-called â€œthalidomide tragedyâ€ provides a possible case study for the undetermined effects of COVID-19 vaccinations administered under emergency-use authorizations in the U.S.",1
2709,â€œ13 Israelis suffer FACIAL PARALYSIS after taking Pfizer Covid jabâ€,1
2940,Fact Check: Did GOP Senators 'Consistently' Back Stimulus Similar to What Congress Passed?,1
2725,1 death following an anti-Covid vaccine in France,1
2727,Coronavirus rates among teachers are 333% above the average.,1
2728,"â€œWhy do we have vaccines? We have vaccines because we didn't have treatment for smallpox and it was a very deadly disease that made sense to have a vaccine. We didn't have treatment for polio initially, so [it] made sense to have a vaccine but this? Even without doing anything, this disease has a 99.991[%] chance of survival.â€; â€œthe Pfizer vaccine, this Moderna vaccine, this RNA thing - it doesn't prevent transmission by their own admission, okay?â€; â€œNot only is hydroxychloroquine and chloroquine good for treatment, it's good for preventionâ€",1
3037,US FDA document reveals two died as a result of receiving Pfizer vaccine,1
1720,"In March, the Mayor of Gondomar, Marco Martins, of the PS, criticized the placement of PCP flags in the city, stressing that ""Gondomar is not Korea [of the North]"". Now, the Liberal Initiative party accuses him of issuing a video ""with about 30 minutes of executive propaganda"" at the Covid-19 vaccination recovery center. ",1
3203,"""#COVID19 did not start in central Chinaâ€™s Wuhan but may come through imported frozen food and packaging: expertsâ€",1
2508,UK PM Boris Johnson says COVID-19 tests are 93% inaccurate,1
3446,"The Gates Foundation has 200,000 shares in Serco.",1
3442,"Schools ""need a lot of money to open"" and Trump ""refused to support that money, or at least up until now.""",1
3440,India is doing better than other countries in the ongoing fight against the corona virus,1
3439,"""If we remember the moment when this aid was sent, the moment was critical for all countries of the world, and it was critical for the United States. Therefore, Russia did everything in its power and in its technological and technical capabilities to send such assistance.""",1
3438,The Chinese vaccine by the data released by China even has a side effect is 5.37%,1
2350,Markus SÃ¶der shows a collage with numerous vaccinations. The impression is given that there is a connection to the Covid-19 vaccination.,1
2351,Pharmaceutical Merck said it is more effective to have immunity when recovering from covid-19 than with vaccines.,1
3429,Donald Trump said he takes full responsibility for the COVID-19 pandemic and said itâ€™s not his fault,1
3425,"There was a COVID-19 spike in Florida, but it is now gone.",1
3423,"In a text published on Facebook, the alleged admission by the Administrative Court of Sintra of a precautionary measure that â€œsuspends the execution of all the rules of the Directorate-General for Health (DGS) and the Ministry of Education (ME) ) referring to Covid-19 in relation to a school in that municipality """,1
2341,"In a nursing home in Los Barrios, CÃ¡diz, the second vaccination against Covid-19 was suspended after 46 people died after receiving the first dose.",1
3421,"""This is my daughter""s book, elementary school, year 2019 .. We had the book in September 2019, long before the first alarms from China in December 2019. In March 2020 there will then be the dpcm that will decree the generalized lockdown that brought Italy to its knees. If the book was printed before September 2019, what did they know about the coronavirus? """,1
2362,"China donated medical supplies, vaccines, and school tablets to the Philippines, while the US donated bombs during the COVID-19 pandemic.",1
2364,Drinking lemon and warm water can prevent novel coronavirus disease,1
3413,The lady in the video is the District Collector of Kodagu who helped find helped Kodagu come out of coronavirus.,1
3409,"[...] Now, the date of manufacture of the vaccine is linked to the photo illustrating the matter. It was manufactured and duly filled with packaging in Portuguese, at the beginning of April ... APRIL ...? [...] Yes, little friend, it""s all conspiracy theory!",1
2371,This means in the UK the Covid-19 survival rate for 0-59 year olds is 99.991%.,1
3400,"â€œIn Venezuela, we have given an example of the treatment of the coronavirus for all citizens.â€",1
2378,India sells SA ineffective Covid vaccine,1
3392,"CDC releases â€œactual causeâ€ of over 200,000 US COVID-19 deaths",1
2384,"Mariano Arriaga and Chinda Brandolino: PCR test gives 0 positives, vaccines kill, only autopsies give certainty of death from covid-19",1
3382,White House announced that the Covid-19 pandemic is over?,1
3418,Johor New Malaysia Area Affected by Covid-19 Pandemic Economy,1
2340,COVID-19 cases are â€œdown by 50%â€ and â€œdaily vaccinations have increased by 85%â€ since â€œBiden took officeâ€,1
2337,Only South Koreans have Covid-19 antibodies,1
2336,"â€œWhile China is committed to transparency and global collaboration in the fight against COVID-19, some Western media like the [New York] Times â€¦ mislead the public over China out of self-interest.â€",1
2289,Covid-19 vaccines have killed hundreds in the US,1
3526,"With COVID-19, ""We have done an amazing job, and it's rounding the corner.""",1
3522,MUI Bans the Use of Covid-19 Vaccines imported from China,1
3521,"Vice President Ma""ruf Amin has no problem if the Covid-19 vaccine from China is not halal",1
3519,"In 2019, I went to Washington (USA) to sign a contract with the Inter-American Development Bank (IDB) to invest R $ 1 billion in health in SÃ£o Paulo",1
2297,Filipino woman in New York developed blood disorder after getting Moderna's COVID-19 vaccine,1
2299,"On Feb. 16, 2021, U.S. President Joe Biden 0ly claimed a COVID-19 vaccine did not exist when he began his term.",1
3509,The controversy broke out when AntÃ³nio Costa announced that the Government would deliver to the Assembly of the Republic a law proposal that aims to impose the obligation to use the StayAway Covid application. ,1
2303,Sri Lankan politician claims Oxford AstraZeneca jab is a failure,1
3498,Chief Palestinian negotiator Saeb Erekat was transferred to a hospital in Tel Aviv for treatment of a worsening case of COVID-19.,1
3495,"""Ipsos survey: China, the happiness leader in 2020.â€",1
3494,â€œa third of excess deaths in the United States during the COVID-19 pandemic could not be directly attributed to the coronavirusâ€; â€œOne reason for the high amount of excess deaths not attributable to COVID-19 has been disruptions in health services caused by lockdowns.â€,1
2310,Dr. Witold Rogiewicz died as a result of receiving the COVID-19 vaccine.,1
2317,Video shows New Zealand Prime Minister organizing outdoor event after completing vaccinations for majority of population?,1
3483,"Because of U.S. House Speaker Nancy Pelosi, the federal government had not approved a COVID-19 economic relief package in fall 2020.",1
3478,Photo shows individuals escaping a quarantine centre bound bus,1
3475,"The number of deaths from diabetes is up 86%, from prostate cancer is up 53%, from Parkinsonâ€™s is up 79%, from breast cancer is up 47% and from bowel cancer is up 46%.",1
2326,"â€œThe United Kingdom will be one of the first countries to end the COVID-19 epidemic, and due to herd immunity. The most infectious strain of the virus has already immunized over 60% of the population.â€",1
3468,Video shows a moulavi molesting a minor girl student in a madarasa.,1
3465,â€œCoronavirus horror: Volunteer in Oxford Universityâ€™s COVID-19 vaccine trial DIESâ€,1
3464,Statistics show that Serco is much worse at contact tracing than local councils.,1
3463,India tackled COVID better than other counrties,1
2332,"""This is the first time in my career ... that there is a consensus among economists left, right, and center"" that ""we canâ€™t spend too much"" on COVID-19 relief.",1
2400,"20,000 people a day who are sick with Covid-19 are not isolating.",1
3206,"In Zaporozhye, COVID-19 patients lie in the corridors",1
3368,"â€œHis chief of staff last week said, â€˜Weâ€™re going to do nothing about the virus. Itâ€™s here.â€™â€",1
3357,"The video claimed to be the video of the founder of the World Doctors Alliance, Heiko Schoning, who was arrested by the police after publishing a fake video about Covid-19",1
3287,"The 17, 727 COVID recoveries reported on Nov. 1 alone was ""national record-shattering.""",1
3285,Positive Covid-19 test results on papayas and goats in Tanzania suggest the disease is just a conspiracy,1
3284,Papaya and Goat in Tanzania Positive for Covid-19,1
2458,U.S. President Joe Biden rolled out a plan to administer COVID-19 immunizations to detainees held at the Guantanamo Bay prison camp in Cuba before many Americans had received their first dose.,1
2459,"""All the states of Europe have given direct aid and the only state that has not done so has been the Spanish state and the Generalitat, with the enormous difficulties it has, has opted to give these direct aid now""",1
2460,"""The only country that does not have COVID19 is TANZANIA. They have never held a Rapid Test n PCR to its residents â€",1
3279,"In mid-November 2020, paper products, disinfecting wipes, and cleaning supplies sold out in U.S. stores, with inventory reduced to the same levels seen in March 2020.",1
2467,Thai Health Minister Cries When Getting Covid-19 Vaccine,1
3263,Sen. Kelly Loeffler â€œimmediatelyâ€ began â€œdumping stocksâ€ after a January Senate briefing about the coronavirus.,1
2478,First indigenous [Fernando Katukina] dies to take CoronaVac in Acre,1
2454,â€œIsrael already had 50% of their population vaccinated. ASEAN countries have rolled out vaccination programs as well.â€,1
3254,"There have been more than 13,000 corona deaths in Germany so far. Do fatal accidents or suicides by corona infected people also count? The #Faktenfuchs clarifies who counts as corona dead in Germany and who does not.",1
3247,Maryland Gov. Larry Hogan paid for flawed coronavirus tests from South Korea.,1
3243,"A study by researchers at Cardiff University in Wales, UK, has been widely highlighted in various media and social media. It points out that some oral elixirs inactivate the new coronavirus in 30 seconds in the laboratory",1
2493,"""Catalonia is the leader in coronavirus detection tests, 370,000 between PCR and antigens per week""",1
3234,"Residents in Oregon can be fined or jailed for having more than six people at a Thanksgiving dinner, while crack cocaine possession is legal in the state.",1
2497,Pfizer is using children as lab rats to test the Covid-19 vaccine.,1
3226,"Nadine Dorries MPâ€™s office said that although vaccines arenâ€™t mandatory, if you choose not to have a Covid-19 vaccine, you will face short-term restrictions to prevent you infecting anyone else.",1
2502,10 people died in Germany after receiving the Pfizer COVID-19 vaccine.,1
3223,"An article is being propagated on social networks highlighting in title that ""living with dogs increases the risk of contracting Covid-19 by 78%"". The publication is based on a supposed study carried out in Spain and in which it will be concluded that, among several activities, ""shopping in supermarkets with home delivery"" and ""living with dogs"" contributed to the increase of contagion by the new coronavirus. Is it confirmed?",1
3221,We have 48% occupancy of ICU beds,1
2506,Pfizer's chief executive Albert Bourla is being shared online alongside the claim that the head of the pharmaceutical giant refused to take the Covid-19 vaccine manufactured by his companyy because â€œmy type is not recommendedâ€. ,1
2481,Dr. Anthony Fauci Advised Wearing Two Masks Then Reversed Course,1
2453,Israel already had 50% of its population vaccinated.,1
3298,Pfizer developed it COVID-19 vaccine with the help of the Trump government.,1
3301,Image shows a mother and baby separated due to Covid-19 in Sri Lanka,1
3355,"""Rich countries like the Netherlands are now placing some of their patients abroad because they are unable to treat them in their own country.""",1
2414,Pharmaceutical Merck said it is more effective to have immunity when recovering from covid-19 than with vaccines.,1
2416,The GeNose test kit can detect Covid-19 in 10 seconds with an accuracy rate of 99.9 percent,1
3345,French hospitals are much less saturated than people say.,1
2419,"With the measures to avoid the contagion of covid-19 coronavirus, sexual relations are prohibited in Madrid and Valencia",1
3341,Red Deer resident diagnosed positive for Covid-19 without a test,1
2423,Yahya Waloni Reaps a Reply from His Words Challenging Covid-19 and Reluctant to Use Masks,1
2426,A nurse died of a heart attack after the second dose of the vaccine,1
2427,"â€œIn America, it is now known that there were about 6% deaths from Covid. These are real victims. This was announced by the CDC. The rest, 94%, had serious pre-existing illnesses. â€",1
3331,"In Wales, Track and Trace costs Â£32 per head.",1
3326,"""... if you zoom in you see that the intubated is a mannequin look at the hairline are drawn, just enlarge the image""",1
3323,Rio had twice the SÃ£o Paulo [Covid-19] mortality rate,1
2434,Mike Yeadon says there are no longer any grounds for using COVID-19 vaccines.,1
2436,Tanzania Free from Covid-19,1
2437,"""What a campaign of hatred, revenge and lies that have been unleashed on the Carvativir!â€",1
2438,"""What a campaign of hatred, revenge and lies that have been unleashed on the Carvativir!â€",1
3316,A letter sent by a Liverpool school claimed consent wasnâ€™t needed to test children for Covid-19 during a city-wide testing scheme.,1
3315,Luhut is positive for Covid-19 and taken to a military hospital,1
3312,A UK government document is circulating promoting mandatory Covid-19 vaccination.,1
3311,The misinformation has spread that the Russian injection has been officially approved as COVID-19.,1
3309,The World Health Organization has designated the Russian Covid-19 vaccine as the official inoculation against the coronavirus.,1
3307,"The doctor Pamela Mas, from BahÃ­a Blanca, warns about the Law of ""Compulsive and Compulsive Vaccination"" in Argentina",1
3304,"""Wuhan, new form of Coronavirus discovered on a batch of meat: three positivity found""",1
2401,Vietnam without a Covid-19 death case due to drinking hot tea mixed with lemon.,1
4260,UP doctor caught selling the kidney of a corona patient,1
4603,Bolsonaroâ€™s Son Counters Coronavirus Attacks with Spin-tistics,1
4561,"Out of every R1 paid in taxes, 58 cents goes towards paying the salaries of public servants",1
5029,This magazine predicted what the world would be like in 2022,1
4643,"All COVID-19 patients in Victoria are entitled to a $1,500 government payment",1
4642,"All COVID-19 patients in Victoria are entitled to a $1,500 government payment",1
5031,England is easing the lockdown.,1
4637,"Carsyn Leigh Davis died of COVID-19 shortly after attending a ""COVID party"" at her youth church.",1
4632,The photo shows Jair Bolsonaro in hospital after testing positive for the new coronavirus,1
5032,"Post that went viral on social networks states that after the adoption of the â€œchloroquine protocolâ€ Brazil started to have â€œthe number of cured almost doubledâ€, but Comprova found that the percentage of people recovered from covid-19 compared to the number of cases of the disease caused by the new coronavirus is stable",1
1419,Brazil overtook England in applications of the second dose of vaccines against covid-19.,1
4629,Statements on covid-10,1
5033,"Post that went viral on social networks states that after the adoption of the â€œchloroquine protocolâ€ Brazil started to have â€œthe number of cured almost doubledâ€, but Comprova found that the percentage of people recovered from covid-19 compared to the number of cases of the disease caused by the new coronavirus is stable",1
1093,"""It is the fifth country to distribute doses of vaccines.""",1
4627,Deaths from Covid are nearing zero in the U.S,1
1420,Video shows healthcare worker faking Covid-19 vaccination at a hospital in India. The syringe is withdrawn from an elderly man without administering the vaccine.,1
1421,Video showing people collpasing on the road in the backdrop of India's second COVID-19 wave.,1
5043,No Minister of Podemos attends the minute of silence in Moncloa for those killed by COVID-19,1
1423,Image of a dead mother being carried by her son and husband on a bike due to unavailability of an ambulance amid Indiaâ€™s COVID-19 related Oxygen crisis,1
5044,"A health professional who works in the emergency department of the largest hospital in the north of the country guarantees that, after contracting the new coronavirus to work and having been off for a month, he received a proof of salary that has a negative value, being obliged to return to the institution around 65 euros",1
1404,Flu cases in the US are being passed of as COVID-19 positive cases.,1
1088,"â€œIn April, there were days when we exceeded the goal of 1.8 million [per day] of vaccinated individualsâ€",1
5026,Says Wisconsin was the last state to start paying COVID-related federal unemployment benefits.,1
1101,â€œMore than 77 million doses of vaccines have already been distributed to state and municipal departmentsâ€,1
1380,Mosque in Pune has turned into a COVID centre amid the surge in cases in 2021,1
1381,"The photo of the demonstration in London on April 24, 2021 against the lockdown",1
4988,Chennai and other parts of Tamil Nadu will be under intense lockdown from June 15 to June 30.,1
4989,"45 students of Delhi Public School, Sector 45, Gurugram have tested positive for COVID-19.",1
4676,"[0] ""A DAY AFTER THE RAPID TEST COVID-19 IS TAKEN TO THE SANTRI IN THE HOLY, 1,000 SANTRI IS NOT CONSCIOUSLY SELF-CONSIDERED""",1
4998,"When relating the images of the reopening in Geneva to the fact that the WHO headquarters are in the same city and argue that this would reveal â€œmanipulationâ€, youtuber omits two important issues. The first is that the pandemic is under control in Switzerland after eight weeks of restrictive measures of social isolation. The second is that WHO has no power to issue orders, not even in the city where its headquarters are located.",1
4674,"""Why are yall wearing a mask? Even the box is saying it doesn't protect against covid19.""",1
5001,People disregard social distancing norms as they board a public bus in Mumbai.,1
5002,Oxford vaccine against COVID-19 will be ready in September,1
1117,Philippine regulators approve ivermectin as a substitute for Covid-19 vaccination,1
1116,Lav Agarwal claimed that only 2% of the Indian population has been infected by Covid-19 in the past 1 year 4 months,1
5014,"Lowe's was giving $25 million in grant money to minority-owned businesses reopening amid the COVID-19 pandemic, while the founder of Home Depot gave millions to U.S. President Donald Trump's campaign.",1
4666,"Differences between the symptoms of COVID-19 coronavirus, cold, flu and contamination, ISSSTE Mexico",1
4660,"California's governor ""forbids"" Christians from singing in church during the COVID-19 coronavirus disease pandemic.",1
1398,Pharmacovigilance centers have called for limiting reports of side effects from vaccines.,1
1106,Ohio Surgeon Died Shortly After Receiving Second Shot Of Covid-19 Vaccine.,1
1105,â€œTill date we have vaccinated 18cr+ [180 million+] Indians.â€,1
4654,"â€œNew Zealand let health expertsâ€ rather than politicians make decisions about how to deal with COVID-19, â€œand as of today they have zero COVID cases.â€",1
5048,"ccording to a publication that is circulating on social networks, ""Brazil passes Italy and becomes the third country with the most deaths from Covid-19""",1
4610,"The tests conducted at the 199 testing centres, as well as the mobile test centres, are all done within 24 hours.",1
4606,"A post criticises the composition of the body advising the Australian government on economic recovery from COVID-19, saying the members of the organisation do not have medical qualifications.",1
5060,A set of pictures show a COVID-19 patient getting engaged to his doctor at the same hospital in Egypt.,1
4543,"Picture shows college students in Alabama, United States, throwing 'Covid-19' parties to see who gets infected first.",1
1075,Nominees/legal heirs of private firm employees who died of Covid are eligible to receive an amount up to Rs 7 lakh under Employees Deposit Linked Insurance (EDLI) scheme.,1
5062,It is a lie that fewer or fewer tests have been performed. In the Province we have carried out 60 thousand tests and in the City 38 thousand,1
1490,Only 32 vaccinated people have been hospitalised with Covid.,1
1492,"RSS has built Indiaâ€™s Covid care centre in Indore, Madhya Pradesh",1
5072,"The speeches of two Italian doctors, one linked to Silvio Berlusconi, are real, but have no scientific backing and were disallowed by health authorities in Italy",1
1501,"RSS has built Indiaâ€™s Covid care centre in Indore, Madhya Pradesh",1
4526,A school district in Utah included a template letter to send home if a student or staff member died after reopening amid the COVID-19 pandemic.,1
1068,Singapore Universityâ€™s claim that India will be COVID-free by June 18,1
4521,A Missouri school district asked parents to sign a COVID-19 liability waiver in advance of the 2020-2021 school year.,1
4520,The use of mask or not determines the exact percentage of COVID-19 infection,1
4519,"The farce of the pandemic explained: flu symptoms, say COVID-19; PCR tests only detect exosomes and do not measure the amount of virus: the inventor, Kary Mullis, said it did not work; under the microscope exosome and coronavirus are identical; in Italy 99% died of other diseases; autopsies are not allowed",1
4516,[0] Several hospitals in Jakarta and Depok were closed due to positive employees Covid-19,1
5074,It will cost the UK Â£378 billion to extend the transition period between the UK and the EU.,1
1510,"In the middle of this devastating second wave of coronavirus, a video of a large crowd is doing rounds on social media. The video is being shared with a claim that it is of an Iftar party in Hyderabad.",1
5075,Viral pictures show the devastation caused by a Chinese rocket attack in Sikkim which also killed 158 Indian soldiers.,1
1487,Filipino citizens above 70 years old are not in the priority list for COVID-19 vaccination.,1
4550,Photo shows bubonic plague containment efforts in China,1
1483,A man distributing his friend's money who died of Corona in New York in public to fulfill his will.,1
1078,Mexico City says ivermectin reduced hospitalizations for covid-19.,1
2821,A Portuguese nurse named Sonia Azevedo died from adverse side effects from the Pfizer-BioNTech COVID-19 vaccine.,1
1441,"""Anyone requiring Plasma for Covid treatment please share these , a group of people ready to make plasma donation.""",1
4598,Corona and the new health regiment: SÃ¶der wants to withdraw approval from doctors if they do not vaccinate,1
4597,Stray dogs are roaming in the wards of Osmania General Hospital (OGH) amid the COVID-19 pandemic.,1
1443,Covid-19 vaccine killed two nuns in Kentucky convent,1
5055,This video shows appalling conditions in Delhi hospitalâ€™s COVID-19 ward.,1
4593,Mosaic artwork shows all doctors and nurses killed from Covid-19,1
1445,COVID care centre built by the RSS in Indore,1
4684,"A viral voice note on WhatsApp last June claimed that Access Bank in Onne, Rivers State has been shut down due to the coronavirus (COVID-19) infection.",1
4590,Pictures show bodies being thrown into the Ganges in Patna to hide the actual number of Covid deaths.,1
1461,Video shows a large number of people from Indian Muslim community are gathered for Iftar feast in Hyderabad city.,1
1466,Image shows a 1500-bed COVID facility in Lucknow,1
1468,Three patients sharing a single hospital bed is doing rounds on social media. It is being claimed that the picture is from an overcrowded hospital in Gujarat.,1
4565,"Australia""s prime minister pretended to be injected with a COVID-19 vaccine",1
1471,COVID-19 Vaccine registration for 18+ citizens will April 24,1
1223,People unwell on the streets of India during the Covid-19 pandemic in 2021. ,1
1477,"Ivermectin has been shown to be effective. If you would look at the rates of death in Mexico, in Paraguay, in Peru, wherein when they started ivermectin, all their death rates suddenly dropped.",1
1479,"Early findings show that of 74,405 Covid-19 cases admitted to hospitals between September and March, just 32 had received a vaccine at least three weeks before.",1
1450,"Today I received the Covid-19 risk allowance! (â€¦) Eight miserable euros, gross, still subject to tax. Unfortunately, they still raised the tier and not only did I not receive them, but I also paid more taxes. But it is so bad that I didn't even confirm "", stands out in a"" post ""of April 20 on Facebook, written by a nurse from Vidigueira",1
4685,"A viral voice note on WhatsApp last June claimed that Access Bank in Onne, Rivers State has been shut down due to the coronavirus (COVID-19) pandemic.",1
4691,Â«In Brazil they bring the dead of covid with one handÂ»,1
1368,Video of empty covid-19 beds in hospital shows the reality of the coronavirus pandemic in Brazil,1
4903,"A Facebook post shared more than 25,000 times says face masks should only be worn by medical professionals or people who have become ill during the coronavirus pandemic. This is 1; the World Health Organization guidance cited in the post is out of date, and US health authorities have long recommended that the general public wear masks.",1
4815,"Dr Saloni Suchak, daughter of Dr Nanavati, has prescribed a list of measures to keep oneself safe from coronavirus.",1
4904,Video shows Anthony Fauciâ€™s remarks that vaccines are toxic and can make you worse,1
1271,"â€œTaiwan did 23,000 tests per million. Brazil made 217 thousand. These are data from today, from yesterday. So these places did little testing. So itâ€™s not really the test that makes the difference, itâ€™s the transmission control program, which the test is part of â€",1
4907,The Philippine government has passed a motion to put Metro Manila back on strict lockdown restrictions,1
1275,People in Israel no longer have to wear masks.,1
1190,43 professors at Aligarh Muslim University succumbed to COVID19 in the last 20 days,1
4802,Video Shows COVID-19 Positive person in distress at Puneâ€™s Deccan Corner.,1
1187,Video shows police thrashing a man for violating lockdown in Karnataka recently.,1
4800,"In a policy that established requirements for people to wear masks in most public settings during the COVID-19 pandemic, Oregon's Lincoln County said in June 2020 residents of color are exempt from the rule.",1
1280,Post-vaccination deaths reported to VAERS are caused by the vaccine,1
1290,"From what I experienced at that time, we didn't even talk about chloroquine. [...] Actually, what happens? Day to day was an extremely intense day to day, because it was a very difficult time. Respirators were missing, PPE [personal protective equipment] was missing, deaths were increasing, cases were increasing. And it was a subject that did not come to me, in relation to the production of chloroquine .",1
4917,"Ian Haydon is a 29-year-old American who fell briefly ill while participating in a study of an experimental Covid-19 vaccine. An article shared 2,000 times in a few days on Facebook says that this volunteer was deceived by the laboratory on the causes of his illness, then censored by the media. ""Pure lies"" replies Mr. Haydon, who told AFP Factuel about his experience.",1
4918,"Ian Haydon is a 29-year-old American who fell briefly ill while participating in a study of an experimental Covid-19 vaccine. An article shared 2,000 times in a few days on Facebook says that this volunteer was deceived by the laboratory on the causes of his illness, then censored by the media. ""Pure lies"" replies Mr. Haydon, who told AFP Factuel about his experience.",1
1303,The prestigious French epidemiologist Eric Caumes affirms that he is not going to be vaccinated against covid-19 because he has never seen such a high rate of adverse effects,1
1181,Indian destroying Idols of God for not protecting them against COVID-19.,1
1174,"As Indiaâ€™s coronavirus death toll soared, a video of shoppers at a packed market surfaced filmed in Delhi.",1
4902,"A COVID-19 Emergency Powers Act exists in Western Australia authorising the forcible testing and vaccination of children, including removing their underwear",1
1265,The video of people assaulting police officers in India,1
4817,"DKI Covid Case Map ""DKI returns the Red Zone, Bogor the Black Zone""",1
4818,"""Jakarta Governor Anies Baswedan won the best award worldwide in handling COVID-19""",1
4876,"The 6 euro anti-Coronavirus drug? Hope knew, but didn""t answer",1
1211,The video shows children and adults in India who pack RT-PCR test kits without any protective measures.,1
4886,Video Of Patients Dancing At COVID-19 Quarantine Centre Is From Mumbai,1
4846,Genuine COVID-19 prescription issued by Delhi's Sir Ganga Ram hospital doctor,1
1249,Video shows fake Covid-19 vaccination in India,1
1251,Photos show the Kumbh Mela festival in April 2021 before a COVID-19 surge hit India,1
1209,Video shows COVID protocol flouted in a market in India,1
1207,Insurance for COVID-19 deaths can be claimed under Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY) and Pradhan Mantri Suraksha Bima Yojana (PMSBY),1
4932,"In these 6 months, FernÃ¡ndez published 44 DNUs, an average of 7.33, 5 times more than Macri",1
4894,The Food and Drug Administrationâ€™s decision to revoke its emergency use authorization of hydroxychloroquine and chloroquine for COVID-19 â€œremoves a potential barrierâ€ and makes it easier to access the drugs.,1
1201,"LESS than 24 hours after the announcement of COVID-19 restrictions across Nigeria, a video of the National Coordinator of the Presidential Task Force (PTF) on COVID-19, Sani Aliyu, telling the public to ignore lockdown rumours surfaced online.",1
1258,Dead body on rickshaw picture shows recent condition of India,1
1262,Tucker Carlson claims US government figures show the â€œapparent death rateâ€ from Covid-19 vaccines.,1
4824,Coronavirus vaccine is made from cells of aborted fetuses.,1
4823,In Pereira the number of infected persons was reduced in 30 days from 94 to 20,1
1263,The Western Australian state government describes COVID-19 vaccines as poisons.,1
4821,"Several publications shared thousands of times since last June 19 show an image of the President of Mexico, AndrÃ©s Manuel LÃ³pez Obrador, without face masks in front of an alleged patient with COVID-19, which caused reactions on social networks. But in reality it was a simulated protocol of care for patients with this disease in a recently rehabilitated hospital.",1
4819,"Comparatively, with these numbers we are among the top three European Union countries that have the lowest number of active Covid-19 cases per million inhabitants.",1
1257,PMSBY and PMJJBY provide 2 lakh coverage in case of death due to COVID-19,1
1521,The so-called â€œNigerian variantâ€ of Covid-19 is twice as deadly as the dominant â€œKent variantâ€.,1
4773,"According to NHS England figures, the number of people whose death certificates show death from only coronavirus, i.e. no pre-existing condition, is 1,265.",1
1169,There were five deaths within 28 days of a positive Covid-19 test in the UK.,1
4731,"""Every day we protect the health of our people, without slowing down for a second the production of goods and services, construction and renovation of important works and always in defense of the national peace. Venezuela moves forward!""",1
4727,WHO Warns of Nipah Virus Outbreak in India in June 2020,1
4726,Australian health authorities admit tests cannot distinguish COVID-19 from other diseases,1
1349,Photo shows an anti-lockdown protest in the UK.,1
4720,â€œEHTERAZ is your trusted smart application to follow up on the latest updates of COVID-19 Coronavirus in Qatar.â€,1
4719,FBI arrested professor linked to China and steam kills coronavirus,1
4717,"Because of ""failed strategy"": No more corona deaths in Sweden",1
1352,"The ""entire state of Connecticut"" is offering free drinks to anyone who gets the COVID-19 vaccine, starting May 19, 2021.",1
4978,"Doctor at Sir Ganga Ram hospital has prescribed medication for contacts of Covid-positive cases. The medication includes hydroxychloroquine, vitamin C tablets, etc.",1
4711,Nepali youth have taken to streets to protest against their Prime Minister for lobbying in support of China.,1
1133,The number of COVID-19 cases in JATIM explodes,1
1355,Governor of MaranhÃ£o Flavio Dino has conduct in support of hydroxychloroquine as an effective remedy to fight covid-19,1
1356,COVID care centre built by the RSS in Indore,1
4983,"""Federal Statistical Office refutes Merkel"" regarding mortality",1
4707,â€˜The GDP grew from 1.91% in 2018 to 2.27% in 2019 but declined to 1.87% in the first quarter of 2020 as a result of the decline in global economic activities due to the Covid-19 pandemicâ€™.,1
4700,Photos and videos that are claimed to be photos and videos of the rejection of the HIP bill in various parts of Indonesia,1
1366,"A Biden executive order prohibits federal use of ""Wuhan virus"" to describe COVID-19",1
1141,AYUSH Ministry concoction cured 6000 Coronavirus patients,1
1340,Virat Kohli and MS Dhoni donated Rs. 21 crores & Rs. 15 crores to deal with COVID-19 crisis,1
